logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000048939	0.285279589929266	7.34551075573192	9.2566103486515	2.95774641882223e-20	3.30264973003404e-18	35.1806932264856
ENSMUSG00000097577	0.348325907294543	7.38754661708209	9.25567378579299	2.98339276165362e-20	3.30329269139059e-18	35.1620769381411
ENSMUSG00000055897	0.243013216048146	7.37085913304994	9.25232840731427	3.07680941073327e-20	3.37833673298513e-18	35.1431092717521
ENSMUSG00000033192	0.365325536599173	7.06778847414444	9.24165657254813	3.39457087529164e-20	3.69643519444981e-18	35.0633171614394
ENSMUSG00000025369	0.179460580021494	6.85920049376734	9.23902535287206	3.47777783483478e-20	3.75600006162156e-18	35.0399980231763
ENSMUSG00000025010	0.422199209082089	7.20021650411838	9.23778636885148	3.51765349741881e-20	3.76817906357644e-18	35.0245272842105
ENSMUSG00000030287	0.485534045298802	7.13238721748847	9.21764424764856	4.23308188353775e-20	4.49799087883011e-18	34.8386470724303
ENSMUSG00000026288	0.350351979950577	7.1733502057812	9.20210103188076	4.88189735511028e-20	5.14591036407464e-18	34.7063330316265
ENSMUSG00000021040	-0.251062690246734	7.0608706180085	-9.19982714633169	4.98471855734449e-20	5.21259140568024e-18	34.6893609632351
ENSMUSG00000008496	0.388780178713225	7.08974681806981	9.19527179186717	5.19718830430017e-20	5.34985571073898e-18	34.6463268955208
ENSMUSG00000051306	0.328053720792469	7.29720035566533	9.19547447354135	5.18754732193521e-20	5.34985571073898e-18	34.6354342411955
ENSMUSG00000047669	0.261965777531822	7.23552918592789	9.14396232413781	8.3054738404667e-20	8.4831723505418e-18	34.1844693783635
ENSMUSG00000022179	-0.245955316920321	6.89130753111692	-9.13622452298681	8.91198279882208e-20	9.03263733517536e-18	34.1215152708075
ENSMUSG00000065432	0.558744059296614	7.25822629149857	9.1154533574333	1.07651839049235e-19	1.08276384069673e-17	33.9026572529743
ENSMUSG00000052336	0.396121631919387	7.13835903101302	9.11146494936982	1.1162349288804e-19	1.10582792653596e-17	33.8968599246851
ENSMUSG00000054931	0.266090619758566	7.32786798807727	9.11193639508847	1.1114658116574e-19	1.10582792653596e-17	33.8822200294094
ENSMUSG00000004994	0.300189217484143	6.90366346009822	9.10915618366371	1.13988395525883e-19	1.1208291786933e-17	33.8795482463445
ENSMUSG00000099185	0.438530748297229	7.1802121094248	9.09418880527481	1.30567218953824e-19	1.27433605698932e-17	33.7378015714315
ENSMUSG00000078651	0.279182273303753	7.09385531459142	9.08854690344863	1.37416906620402e-19	1.33132732472825e-17	33.6981265361261
ENSMUSG00000027671	0.261988612258272	6.96738250396234	9.05929270642136	1.79049298541876e-19	1.70953156346939e-17	33.4398779336761
ENSMUSG00000034164	0.326791633646756	7.32647280491585	9.06139745745959	1.75677160801079e-19	1.68957829979199e-17	33.4378900397366
ENSMUSG00000038146	0.211864620015339	7.37537934853539	9.04332719718896	2.06799278296147e-19	1.96027862649642e-17	33.2665685756266
ENSMUSG00000022842	0.272794777590678	7.20029915184534	9.03660694029253	2.19713938002905e-19	2.06782203366163e-17	33.2370839878202
ENSMUSG00000041930	-0.263058761697711	7.15196356150967	-9.03131794890411	2.30435835796975e-19	2.13818491018377e-17	33.1904686678392
ENSMUSG00000039530	-0.18540405259824	7.48220240204046	-9.03322855730071	2.26504255219674e-19	2.11660997643576e-17	33.0966159069204
ENSMUSG00000064797	-0.282134605151692	7.24679175172071	-9.01902926992368	2.57385076550568e-19	2.3550734504377e-17	33.0759065802024
ENSMUSG00000068015	0.284602784854016	7.3658150704125	9.02264229731609	2.49153724197015e-19	2.29569893008382e-17	33.0749912722739
