logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000024165	0.516727986391182	6.96008276958377	11.9009678300381	2.89832486357634e-32	6.65699458139323e-30	62.3569219328654
ENSMUSG00000032698	0.265416240800343	6.95748491818386	11.8735869915283	3.9896134417518e-32	9.00552054817493e-30	62.030154836435
ENSMUSG00000084808	0.472077310685139	7.11541371766265	11.8588269265644	4.73827400699715e-32	1.05141497117978e-29	61.874856613787
ENSMUSG00000038507	0.462141553476661	7.11129945292591	11.856038161752	4.89465624530191e-32	1.06801399272488e-29	61.8438148751444
ENSMUSG00000054920	0.635822336545179	6.77896018698418	11.8250152066478	7.02081204901158e-32	1.50682739910917e-29	61.487506191441
ENSMUSG00000027349	-0.369458555081471	6.88342650060442	-11.800157506616	9.36786512497485e-32	1.97813048735759e-29	61.1942582906828
ENSMUSG00000044813	0.517684696673522	6.88761911470768	11.7727002499873	1.28737642542715e-31	2.67529081931624e-29	60.8874162565727
ENSMUSG00000028270	0.568998240595747	7.08476492184005	11.7399510331291	1.87925716243426e-31	3.84425543290459e-29	60.519836889567
ENSMUSG00000025277	-0.421691707780635	6.8328443167241	-11.6931221276825	3.22218095728338e-31	6.48996816811601e-29	59.9811631420657
ENSMUSG00000092985	0.46266239317185	7.24435971677048	11.6675409640453	4.32210839041568e-31	8.57349137080639e-29	59.6972122504798
ENSMUSG00000036478	0.42253272977824	6.8013019261006	11.5410960926991	1.82932781582497e-30	3.57456115892246e-28	58.2740137092811
ENSMUSG00000015243	0.591310225948891	7.1108255386741	11.4429220564515	5.55101702643174e-30	1.06873404279477e-27	57.1803699805464
ENSMUSG00000040483	0.480108789004801	7.09672940606923	11.4281324731177	6.55633774110267e-30	1.24399382183357e-27	57.0198649007785
ENSMUSG00000053769	-0.346144736177661	7.10538393109748	-11.412777648906	7.79148044499947e-30	1.4572294569419e-27	56.8489190466054
ENSMUSG00000089706	-0.288578680617078	7.00635994404572	-11.4055250668753	8.45264228645997e-30	1.55861961710329e-27	56.7622156867412
ENSMUSG00000021871	0.458306777913417	7.10676821365361	11.3996535893065	9.02845764598705e-30	1.64167454862865e-27	56.7047425384661
ENSMUSG00000044641	0.549524241727833	7.18514939989549	11.3799532896369	1.12601302955761e-29	2.01941953191345e-27	56.4842161770286
ENSMUSG00000032359	0.50832629562472	7.12223270865843	11.3721164083419	1.229310186066e-29	2.17488229134811e-27	56.4003681082905
ENSMUSG00000030714	-0.277562474798782	7.27558035244245	-11.3613581750795	1.38659182113541e-29	2.42043468297396e-27	56.2774223686958
ENSMUSG00000014551	-0.406603130933393	6.8090547476891	-11.2944354880669	2.92524334491055e-29	5.03911656204855e-27	55.5453138676756
ENSMUSG00000026817	-0.2699094453424	7.41414371621059	-11.2836973807406	3.29622030022054e-29	5.60443067149185e-27	55.3762983767721
ENSMUSG00000000171	-0.447143949016547	7.07810225609431	-11.2758064580654	3.59825454943682e-29	6.03953186682396e-27	55.343228894688
ENSMUSG00000015202	0.53414717342824	7.05373245071751	11.2566761444674	4.44934893748733e-29	7.30288278373357e-27	55.1340837946539
ENSMUSG00000017837	0.254027453020378	7.16250113602179	11.256409974142	4.46250093720352e-29	7.30288278373357e-27	55.1305350921763
ENSMUSG00000034216	-0.315652327120913	6.97517669525751	-11.2438283477941	5.13024229648758e-29	8.29199162291548e-27	54.9893807144685
ENSMUSG00000035352	0.381004478286872	6.90446440414937	11.1962224042179	8.68370196845822e-29	1.36972320688018e-26	54.474158763284
ENSMUSG00000065738	-0.179345387842071	7.45823839464021	-11.1976194127633	8.5508745873716e-29	1.36522012314474e-26	54.3687948872962
ENSMUSG00000000308	-0.475974179194467	7.08944535286043	-11.1409155494765	1.596249066475e-28	2.48786818789175e-26	53.8762747241588
ENSMUSG00000025190	-0.43241889264687	7.13608877825237	-11.1385791753801	1.63773127694456e-28	2.52249151503037e-26	53.8512965379584
ENSMUSG00000029298	0.502441533381708	7.18586366809645	11.1373146258069	1.66062765199344e-28	2.52801595580211e-26	53.8317801046466
ENSMUSG00000041135	0.53723818381608	7.0941529545847	11.1272267929459	1.85502595356555e-28	2.79149422805519e-26	53.7269491944954
ENSMUSG00000021242	0.418377466485904	6.95670775136054	11.1120051315052	2.19188379350318e-28	3.26092529824359e-26	53.5635624100431
ENSMUSG00000021614	0.475703893597466	6.7740094750968	11.1023264990728	2.43695320183503e-28	3.58478554139598e-26	53.4603689964396
ENSMUSG00000029413	0.469553638366762	6.88798695286316	11.0814759579938	3.06111782244986e-28	4.45290605905706e-26	53.2356403768792
ENSMUSG00000030247	0.617215134649942	7.13009902708801	11.0758165524026	3.25634225964584e-28	4.68483877618498e-26	53.1630783927731
ENSMUSG00000040820	0.390698836602317	7.32720664278854	11.0628388684183	3.7519024218816e-28	5.33912027252978e-26	53.019783213315
ENSMUSG00000048939	0.426484862478172	7.27048118236447	11.0598059778279	3.87810311117244e-28	5.45936837972791e-26	52.9904639429337
ENSMUSG00000028345	-0.425261354215889	6.99911182885631	-11.0507231972431	4.28178986052595e-28	5.96353115468147e-26	52.9057155801758
ENSMUSG00000022125	0.520815488916938	7.04531706004634	11.0489355381487	4.36602088722802e-28	6.01683636374624e-26	52.8862763212871
ENSMUSG00000050912	0.579489257650184	7.00310336853947	11.0431471908202	4.65019860692819e-28	6.28724285588748e-26	52.8234675654338
ENSMUSG00000026655	0.592273857293599	6.76094270541596	11.0429876822575	4.65828412023438e-28	6.28724285588748e-26	52.8228938039383
ENSMUSG00000038742	-0.472524459652021	7.15242564444424	-11.0002649389692	7.41198222277039e-28	9.90180318984796e-26	52.36229027824
ENSMUSG00000031574	0.348214673084988	6.83585076386802	10.9988306036413	7.52824215158468e-28	9.9437933639573e-26	52.3504798639208
