"","Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k."
"26",26,0.12612227792867,0.0958603590903465,-0.0222125158807938,1392.69775468393,1309.96990900429,2747.16476986864
"27",27,0.0880972564241091,0.0781390550114623,-0.062889023678111,1351.06917007775,1265.92554838527,2686.7020324266
"28",28,0.05552783104318,0.0603492028237626,-0.0998272850014659,1311.82924153464,1224.93412330232,2629.18575999219
"29",29,0.0314065709843326,0.0438148580453467,-0.118616852747683,1274.77177726588,1185.33711606635,2574.38692892621
"30",30,0.0124851663558327,0.0273188261862473,-0.141179719183274,1239.71424137996,1149.68855799736,2522.10089343639
"31",31,0.00196556308515894,0.0107150458243829,-0.148784392033817,1206.49439493602,1113.13353598879,2472.1441124743
"32",32,0.000297673127671665,-0.00412827108545481,-0.14108160136572,1174.96750111269,1080.38779273526,2424.35140348983
"33",33,0.00751305751784703,-0.0203338761692761,-0.126054239082796,1145.00398586483,1049.53276756445,2378.57362484268
"34",34,0.0187984383986026,-0.0323882512813419,-0.106467216766085,1116.48746889122,1019.9337578925,2334.67570933147
"35",35,0.0392179378580899,-0.0462804860629604,-0.0708734545393821,1089.31309760671,991.529155383805,2292.53498714902
"36",36,0.0625014546872515,-0.05923040094187,-0.0458399715546725,1063.38613054673,965.916258226877,2252.03974883175
"37",37,0.0923894742236362,-0.0726788546020334,-0.00771429946487956,1038.62072727323,940.513553541987,2213.0880083269
"38",38,0.117219206680658,-0.0829531721445389,0.0275497866277027,1014.93891015722,916.175011923551,2175.60827787267
"39",39,0.14716048030038,-0.0930790224427737,0.0753160930043669,992.269669943191,893.976040593189,2139.64349500299
"40",40,0.183127232012793,-0.105417108086721,0.115038283057435,970.54819216895,872.811864969433,2104.95436432757
"41",41,0.217898143283915,-0.114526175303294,0.172732181014572,949.715185630315,850.756180761201,2071.46880662691
"42",42,0.249175096053742,-0.124511863089438,0.204271571907621,929.716297378396,828.523607284174,2039.12032544248
"43",43,0.285528826974443,-0.134452120230751,0.252304578568962,910.501601394619,808.756760514024,2007.84746124849
"44",44,0.327389880878806,-0.14714033939952,0.296179297598108,892.025150241751,790.713668011181,1977.59330972276
"45",45,0.357758702008906,-0.156629034881952,0.326737884833552,874.244580742468,773.583244023087,1948.30509536277
"46",46,0.38357468441929,-0.165252177341493,0.361571794444169,857.120766171692,757.320686128927,1919.93379305176
"47",47,0.40854105072788,-0.172392525876556,0.403263926821812,840.617508628449,740.732908662736,1892.43379130294
"48",48,0.439673960835426,-0.181816820409684,0.439742125816734,824.701266226974,723.616799308919,1865.76259184304
"49",49,0.458377915399158,-0.188764359932088,0.465487540218098,809.340910554509,707.999298531518,1839.88054097357
"50",50,0.473617645475781,-0.196795402292353,0.483876717926727,794.507510515773,693.382150679594,1814.75058879955
"51",51,0.491578946995348,-0.203965741351052,0.501833327560436,780.174139246221,679.436401567788,1790.33807296281
"52",52,0.514743458682749,-0.210822685768834,0.532692213692201,766.315701247866,665.573312895128,1766.61052397811
"53",53,0.538671875473063,-0.219058302904559,0.564230310074306,752.908777298521,652.112893175857,1743.53748966142
"54",54,0.552537114551663,-0.224633997212275,0.586055965017868,739.931485020838,639.31365371906,1721.09037647148
"55",55,0.571525909563156,-0.231921093134683,0.606053488461171,727.36335328188,627.642574259101,1699.24230586845
"56",56,0.588674937477096,-0.239017702988873,0.627807486184714,715.185208835775,616.33070327831,1677.96798403555
"57",57,0.603095713991112,-0.24512229371564,0.648763675078738,703.379073828261,605.205741963389,1657.24358351637
"58",58,0.621339208199159,-0.252006265272474,0.67298140853,691.928072958308,593.541652093505,1637.04663549929
"59",59,0.635168600913304,-0.258255004145443,0.68940885372123,680.816349243355,582.585270293205,1617.35593163377
"60",60,0.643428757020935,-0.263442340576337,0.697474285830743,670.02898746486,572.168959677466,1598.15143439619
"61",61,0.658661126126718,-0.271326699762089,0.712937847752302,659.551944483102,561.804415580191,1579.41419513826
"62",62,0.671173294408277,-0.278873992154241,0.724205530573672,649.371985707214,552.526881540094,1561.12627905071
"63",63,0.689456685436644,-0.285940329296081,0.748682867229182,639.476627090548,543.14413126764,1543.27069636255
"64",64,0.702402581261014,-0.291490412353115,0.77036677644836,629.854082094532,534.268178163559,1525.83133917186
