"","Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k."
"67",67,0.0233160421147142,-0.0591882175931541,-0.110795794765674,445.995774868667,458.075258761227,930.237407379957
"68",68,0.0287666441012464,-0.0663427273724623,-0.0959179317442915,439.087786860881,450.863902367274,919.416359341405
"69",69,0.0344847761368815,-0.0736365061163006,-0.0828073300361298,432.365824599153,443.778892051868,908.846558915227
"70",70,0.0400843448214996,-0.0802273975726471,-0.0654937070989914,425.822602518475,436.861763122318,898.518888926927
"71",71,0.0457853334722972,-0.0865886798774362,-0.0533010633880473,419.451211195316,430.019816209632,888.424684345681
"72",72,0.0520590471136964,-0.0932460562968491,-0.0377800097336261,413.245093250361,423.673072314865,878.555704000227
"73",73,0.0586362299933457,-0.1001587447563,-0.0244588939980606,407.198021091103,417.525048664226,868.904104415734
"74",74,0.0648271699342694,-0.105790609870409,-0.00841360159251892,401.304076331589,411.295975365458,859.462415587343
"75",75,0.0720059985089648,-0.112029389283407,0.0126590318183446,395.557630742945,405.183647518136,850.22351852422
"76",76,0.0787286484713091,-0.118695476678283,0.0265171631074017,389.953328602763,399.332868702209,841.180624414088
"77",77,0.0853290196732333,-0.124466932785684,0.0417354012209172,384.486070324376,393.604851849473,832.327255272609
"78",78,0.0926374631226131,-0.130528864571916,0.0544411120809557,379.15099725847,387.912611196307,823.657225954842
"79",79,0.100820285873027,-0.137861254686993,0.0700882082373168,373.943477569772,382.457643824227,815.164627417506
"80",80,0.108675570848391,-0.145000507224307,0.0850910380687963,368.859093100688,377.142172710948,806.843811131071
"81",81,0.116824457912227,-0.150906881621804,0.104987581842012,363.893627141983,371.752156403411,798.689374549955
"82",82,0.124179992048014,-0.15670176781649,0.122175846158586,359.043053037893,366.75345631935,790.696147557371
"83",83,0.130979712983788,-0.162453081364446,0.138118885720009,354.303523559716,362.093008299814,782.859179808869
"84",84,0.139444951576746,-0.169276435350903,0.152216737953246,349.671360987782,357.258302405134,775.173728905301
"85",85,0.146770424319354,-0.175689962429902,0.164995839482822,345.14304784709,352.465517882486,767.635249331996
"86",86,0.152709968378042,-0.182050319235725,0.179426346914742,340.715218246659,347.941277118242,760.239382106437
"87",87,0.160793829976713,-0.18814559140941,0.195774336118274,336.384649776988,343.344235494089,752.981945081599
"88",88,0.167115991451014,-0.193737927090058,0.210160230687395,332.148255923944,338.768959986365,745.858923856659
"89",89,0.172089665841615,-0.199574265593706,0.22071315309795,328.003078960894,334.47105154329,738.866463250743
"90",90,0.178049493208808,-0.20581481628906,0.232866831861008,323.946283284147,330.033330906851,732.000859299143
"91",91,0.184189389823667,-0.210393406140434,0.244532342748672,319.975149159639,325.721312053711,725.258551734664
"92",92,0.190312228970631,-0.21578787279907,0.259258545629819,316.087066851432,321.58979069058,718.63611691988
