"","MEantiquewhite2","MEantiquewhite4","MEbisque4","MEblack","MEblue","MEblue2","MEbrown","MEbrown2","MEbrown4","MEcoral","MEcoral1","MEcoral2","MEcoral3","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkolivegreen4","MEdarkorange","MEdarkorange2","MEdarkred","MEdarkseagreen3","MEdarkseagreen4","MEdarkslateblue","MEdarkturquoise","MEdarkviolet","MEfirebrick4","MEfloralwhite","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MEhoneydew","MEhoneydew1","MEindianred4","MEivory","MElavenderblush2","MElavenderblush3","MElightcoral","MElightcyan","MElightcyan1","MElightgreen","MElightpink3","MElightpink4","MElightsteelblue","MElightsteelblue1","MElightyellow","MEmagenta","MEmagenta4","MEmaroon","MEmediumorchid","MEmediumpurple2","MEmediumpurple3","MEmediumpurple4","MEmidnightblue","MEnavajowhite1","MEnavajowhite2","MEorange","MEorangered3","MEorangered4","MEpaleturquoise","MEpalevioletred2","MEpalevioletred3","MEpink","MEpink4","MEplum","MEplum1","MEplum2","MEplum3","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsalmon2","MEsalmon4","MEsienna3","MEsienna4","MEskyblue","MEskyblue1","MEskyblue2","MEskyblue3","MEskyblue4","MEsteelblue","MEtan","MEthistle","MEthistle1","MEthistle2","MEthistle3","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellow3","MEyellow4","MEyellowgreen"
"X.VTA..CN..171..1.0..0.024736.",-0.123141255628951,-0.0451179774466891,0.0484195454979517,0.1410044573242,0.226700371997161,-0.148473312918796,0.22678716943395,0.167968719905918,-0.0598355376705273,-0.256833456932415,0.390565793243902,0.285682467675005,0.376286819645217,-0.153038215134589,0.0167877730683082,0.125130707215135,-0.331309312280177,0.134106731620523,-0.0204607283182093,0.265997530885101,-0.12838736373073,-0.185469419779957,-0.00274519685097632,0.108082909398813,-0.00346043560100714,0.0550177561012949,-0.308574166274884,-0.172279732393789,-0.0508962309099905,-0.0107252284638887,-0.014158246719052,0.121343896192528,0.130108492673866,0.102035108337149,-0.353119815507939,-0.204446181135158,-0.0679759343874669,-0.0246841631233411,0.349730702633056,-0.246210525013786,0.168762082223391,-0.134789750178618,-0.0234229575282181,0.33980623695778,0.424031860674741,0.057535851803953,-0.224115922007121,0.125506504725783,-0.15728207585636,0.300976070280588,-0.339814129658526,0.198057703612069,-0.102734533446064,0.16943642425833,0.00245916454461814,0.0676170692187672,0.323532382566756,-0.0932648918637018,-0.167872563853413,0.0341516414239488,0.0591539459587512,-0.131807669391277,0.253016545115452,-0.0223553628503077,-0.0103701843010132,0.35999418824047,-0.178887961903411,-0.13220331530528,-0.214122184029266,0.0684918539677708,-0.0722201446926812,-0.0216269582888133,-0.0585723599566054,-0.0013605663931032,0.322863246135806,-0.0533631334812919,0.471420190078591,-0.119632248237098,0.210055140853662,-0.121346721862245,0.241081353376932,0.225733477213274,0.282368252493465,0.0494138248674644,0.148342609012276,0.0753476566309256,0.145877759356715,0.0978949638117458,-0.0725640535210982,-0.0582503500359828,-0.0946477301387829,0.199162247526452,0.208304716687431,0.123157484715805,-0.277204086478349,0.501014739082417,-0.042201823378058
"X.test_VTA..CN..175..1.0..0.177900.",-0.0293947711594343,-0.060213278102125,-0.0122172816823048,0.0745920745092439,-0.0259131632417887,0.375864270454795,-0.268683363149673,-0.323279760866541,0.245545884740113,0.380609301581917,-0.11425310927054,-0.364587064899149,-0.166763839365801,0.617986528768312,0.0320443104295061,-0.152970546360472,0.62050892586114,-0.0218686594159272,-0.201714145485531,-0.360661432882578,0.155113590766833,0.564565152859481,0.585749129570308,-0.0377533275146641,0.118956207911505,0.0176447049016799,0.503277392004195,0.153849416442177,0.231973378058122,0.533363433356253,0.203524892352239,0.151482889222122,0.051269390407629,0.0105438349063228,0.234878140359937,0.230695229837793,0.244076609261725,0.202502848368342,-0.137568542024102,0.0959335686376501,-0.377459637913322,0.190040870293417,0.210873814882225,-0.442532933182395,-0.241218432349121,-0.0369971264408859,0.424191926000216,0.0398771336694597,0.718891796079376,-0.132339138560199,0.146402320924939,-0.431544850167155,0.212037480877397,-0.173628398926508,-0.239010866210285,0.0156562426987444,-0.409502994163101,-0.115209029351187,0.292182463060523,0.10866831099704,0.338805089645323,-0.239037381240028,-0.356402970165409,0.143537851092693,0.198989948129498,-0.430666456262033,0.178556448228849,0.305842798166893,0.479229370782043,-0.45925428228271,0.26658328635995,0.207487737088437,0.0762153626394567,-0.334398333190446,-0.255317318273909,0.00899680163402322,-0.245924455357066,-0.146747312847979,-0.291382461379665,0.0125267611229621,-0.0683633127896408,-0.163672795970939,-0.269204710400879,0.132354647011619,-0.0471996106960494,0.00419601686224436,-0.32831059335595,-0.193780067777818,0.134421902654119,0.225771878067552,0.713561122122462,0.232969976110984,0.0520958218371731,0.222618808395157,0.521664927154396,-0.39180202683903,-0.00458256878961755
"X.test_VTA..SN..182..1.0..0.000818.",-0.335369793659654,0.455573779330477,0.437315906098689,-0.0369018799211858,-0.105205874433911,-0.380932918228257,-0.0705646158846923,0.228241987141162,-0.490146571349837,-0.0576922317795514,0.069976695791704,0.0405189445616859,0.227485756230973,-0.255480244308776,0.246402966306421,0.0536027169519093,-0.0961960878196505,-0.452372274151603,0.054978277536453,0.0678499528837158,0.191117272234432,-0.0804333511095591,-0.227828409211737,-0.130512464049322,-0.116828169623741,0.362119640136563,-0.275662763990775,-0.17170142297315,-0.207718879849532,-0.495261804220111,-0.130502708677214,-0.169470707443931,-0.0469874479800256,0.347862604544393,-0.347554315743278,-0.219340450528359,0.187009071551975,-0.566546142074095,0.43478758707916,-0.180914827749182,0.0383542003032476,0.0622027269338048,-0.0662193859461839,0.499450157827198,0.173147855214096,0.355358796498757,-0.0324395032448786,-0.0881715683170059,-0.153169625035957,0.256791841771983,0.00465747462910493,0.55853591070321,0.295750954281571,-0.0925252853492158,0.0861874077926814,0.0684143265661795,0.508323295071852,-0.109921730731406,0.181579506057129,-0.482006518030768,-0.592315829289235,0.325157073437923,0.337053535493498,-0.106772616644438,-0.177938004603895,0.342163461098299,-0.232326857012266,-0.525619490444545,-0.0052165908427609,0.332291804489896,-0.165870269427712,-0.127248743970094,0.304079704845874,0.389986869404839,-0.257870786037355,-0.365829237047377,0.339742259817952,0.433503556466513,0.378533576655479,-0.192618699956687,0.487480217081553,0.471643208805459,0.295493918571063,-0.30942710575897,0.242863831258663,0.0112217082357996,0.230930782972649,0.337315472533534,-0.330339312285414,0.466877010695956,-0.291189536843136,-0.280259885112826,-0.439994764413179,-0.638301010161642,-0.491400174242546,0.391964317456228,0.375048690030996
"X.VTA..SN..191..1.0..0.018520.",-0.227667467280392,0.0253360818961845,0.0648132206779537,0.770315088792093,0.028236009146929,0.667239085077214,-0.533999985060371,-0.570193089545892,-0.00175252586650378,0.156393140598155,0.543294678245384,-0.391860629856213,0.490798771864223,0.30261750557448,0.0130768282783534,-0.690754136662857,0.369272994541096,-0.0140238814839108,-0.567857088184713,-0.591239644415364,0.49960180310874,0.331222147683293,0.531294186289355,-0.567053155627785,0.835443635641169,0.56279906298972,-0.128938419347335,-0.42740404949258,0.756248477129709,-0.236194998547921,0.82226666382462,0.64816107302321,0.796184563539481,0.0569566075859458,-0.0773752956236254,-0.354986295087931,0.283311947321892,0.502597130095411,0.348899352140946,0.265768917035095,-0.613743738669793,0.626684425147451,0.414491952154346,-0.378387868000125,0.285121381409388,0.379603741237904,0.349935946944773,0.785559228357611,0.00810995210190571,0.432349331154945,-0.424638089296548,-0.235716343777468,-0.385595886151384,-0.260547424124039,-0.52037789925941,0.800702546372522,-0.199071932924207,-0.453869764075452,0.6034558632709,-0.241649061639069,-0.0251528083320899,-0.691863560929665,0.0894714974424028,0.7322989037864,0.746102941355508,0.176324175697579,0.104861504308265,-0.024767770556867,0.466777701402794,-0.658387956931341,0.832359708015978,0.83879920948244,0.690891417195726,-0.59707280175758,-0.282501257516757,-0.10305217234641,-0.0617557700211613,0.110295172971103,-0.595306364330188,0.256116274850816,0.304253556455339,0.19569272180557,0.0795551915153513,-0.0476462220536201,0.02470752092598,0.0695984252779144,-0.663629712817838,0.379196527915537,0.221267399453909,-0.135920247604184,-0.0174105568306827,0.714423500441129,-0.193974671224116,-0.0965429817975461,-0.013082139449734,-0.0234841639051732,0.533104397927411
"X.VTA..SN..193..1.0..0.002738.",-0.389116502900205,0.414030011924941,0.356941034313992,0.121763365642946,0.316731414291383,-0.102100312530216,0.0777206933255298,-0.30883186956972,-0.358490169669078,0.0705401537791493,0.185395091119405,-0.329430675948056,0.284488897066705,0.136214482815225,0.373618664444488,-0.339977589476046,0.088261655975134,-0.367639660571467,-0.32577678229269,-0.224365977694156,0.376303738815196,0.241738764525548,-0.0469551854132014,-0.367729432070795,0.142379630777373,0.36879902340432,-0.163069994623647,-0.267722120931236,0.00368480779345211,-0.128310047298496,-0.110090500018543,-0.141960276758877,0.210346149342079,0.361852841487586,-0.236295623027245,-0.435952076875003,0.381807677681287,0.00902965220544661,0.282283167483456,-0.372045835732672,-0.177915462509661,0.288449114990602,0.351165044640942,-0.0322261532649817,0.31543353898937,0.382168754810784,0.18588877360361,0.0539238596079758,0.166138457253152,0.332956615466961,-0.0790184307027414,0.0735996753302365,-0.0591493856498494,-0.466794660131341,-0.41294518928245,0.230260029740254,0.282594816884513,-0.391264537741163,0.165502291882289,-0.382142098168576,-0.275284300267559,-0.122562940669047,0.409748109702131,0.11113202526466,-0.196255926060285,0.339146193470127,-0.425307017491619,-0.326993504290897,0.110171678401418,-0.0626904934510151,0.1101743700352,0.0754277366255763,0.255452497919729,-0.264380801687141,-0.00631339831460796,-0.366213272328065,0.217082912176568,0.384232327134443,-0.319369001125193,-0.364508945818432,0.359445367272461,0.387226973634446,0.394385647745681,-0.439389139401263,0.391364926863893,0.363963529930073,-0.191566654373424,0.385045892888167,-0.401192789613882,0.25755679051502,0.055721437875465,0.0443162218540133,-0.362169815263766,-0.191435948212873,-0.138078406421209,0.205723167271849,0.337801243655424
"X.test_VTA..CN..195..1.0..0.103895.",0.00882702938237209,0.0584711510059325,0.0528564597355392,-0.385207603848765,0.228108429157801,-0.240117196278985,0.487496993602375,0.170926515602285,-0.123716069375121,-0.170996872876064,-0.14405080428376,0.0359314980195588,-0.24377731428559,-0.252390146444612,0.187504215712635,0.20099315250214,-0.169515759398131,-0.0291692548121932,0.0836033323513234,0.267031501990491,-0.144408016308318,-0.168782181734267,-0.207420208120181,0.0544332385077188,-0.191525279755536,-0.230737775784128,-0.130100762387876,-0.0253297098923276,-0.278285867647421,0.0523617890368306,-0.407099411748161,-0.448158667895968,-0.372097888819432,0.230430919540288,-0.0445599684533836,0.0776831621555741,0.0445630040870379,-0.274055841617035,-0.142120479448173,-0.0924173119891054,0.387794805171455,-0.0801629963112661,-0.0767088719452744,0.257171845645462,-0.0838816916204675,-0.11419436641258,-0.138259937569867,-0.407697750542168,-0.133843775126509,-0.0771233666048736,0.0445446790158825,0.267073122781949,-0.102588686747298,-0.0843282796752842,0.139638847082552,-0.329874301471385,0.158050588720983,0.0369668074941729,-0.312070068628988,0.0691449578726643,-0.199737069237675,0.293985733808013,0.124023069315713,-0.284928076983115,-0.396375748847463,0.0645014729434088,-0.149070111651416,-0.0487528665226324,-0.188464925820981,0.327492765119124,-0.303345769217089,-0.343870727713899,-0.296348842862319,0.176462893694623,0.419039972650719,-0.0350373220397068,0.0717142067079846,0.163211641579217,0.00891642416344451,-0.18521779296609,-0.172189399782035,0.0595106963289667,0.190688635020582,-0.105368404287713,0.200461036425197,0.203869281923893,0.31304305909649,0.0432044808749313,-0.258618631945353,-0.105947437822483,-0.0957644331303595,-0.347977460294427,0.0984870038339367,0.211456909261891,0.0252554048510579,0.127602032577945,-0.133540874022946
"X.VTA..SN..201..1.0..0.002198.",-0.236527980357801,-0.0124852996644513,-0.0155446937457881,-0.126479765238212,0.0491248525595892,-0.337163212656102,0.159553046984339,0.234538550615977,-0.294218129932108,-0.609025271154961,-0.0105470804170721,0.160161017044943,-0.0677161318509766,-0.426831969441934,-0.0913550104139737,0.122452079500687,-0.452657046334092,-0.181263495714408,0.26010319834436,0.209243435109486,-0.259161796785626,-0.39154919514182,-0.43128787627994,0.0176407435014806,-0.163916351991675,-0.00592978720465877,-0.455633705184295,-0.304054827754537,-0.357229213180836,-0.380976586958524,-0.209151681998428,-0.302312614859865,-0.0476670945951299,0.0968744430278834,-0.447421148645056,-0.293641980911685,-0.196254983499226,-0.402413580436466,0.0864316225037085,-0.492063503235265,0.153791967505003,-0.245203970228323,-0.226890418294546,0.214157741590922,0.0808984010285333,-0.0540008508525709,-0.506246862683895,-0.0157594191305134,-0.271247481523198,-0.012831974640177,-0.310722130720392,0.164622553389075,-0.327961193877417,-0.0511442649186557,0.128266683853694,-0.106517936802677,0.131524770872352,-0.0463119883531204,-0.357266493820247,-0.124179867259063,-0.346648388781114,0.0119331833196679,0.254617787292094,-0.389244458831464,-0.152385444436569,0.0442692239494066,-0.36228736017304,-0.424209881651123,-0.460768084517371,0.269768295567541,-0.180925978804854,-0.18753708073428,-0.186838393462175,0.142876876993682,0.0731579003069818,-0.0722345854925425,0.106422617176846,0.0661668072233705,0.061481331820108,-0.0457964079391023,0.0181934554430676,0.137460252304225,0.187814813025818,-0.392683282480776,0.0693384050911297,0.0425869120914939,0.321630876021075,0.0897422959855487,-0.221981081848828,-0.192892007255337,-0.304208706896116,-0.109003458060199,-0.179644509747559,-0.201034568958783,-0.429002225860744,0.287405455793529,-0.170290537104504
"X.VTA..CN..203..1.0..0.108372.",0.0320339670685733,0.16852603520025,0.0812009869350612,-0.122909349815591,0.245304531855153,0.0922501174964577,0.169041829681488,-0.117450907529347,0.132960092696608,0.161645947014534,-0.459132794631233,-0.105452659884212,-0.364405186735825,0.215561007001693,0.223221079763064,-0.0231152184733823,0.18636735462199,0.0101030084188242,-0.0496690497568379,-0.052130370007271,0.20495891712911,0.190524334733662,-0.0964111184533576,-0.088155276406136,0.0302006291941498,-0.0897755249843507,0.155839786003373,-0.0183645278975761,0.0206929066659783,0.30884990676137,-0.0867535709224288,-0.192299848516513,-0.14292921852431,0.066802201245183,0.40689183846316,0.127208681838393,0.202344782442648,0.156312193128689,-0.296539680169877,0.0795684484151395,0.0322317434029448,0.171138403326635,0.192158982017668,-0.267225147201578,-0.205780449547856,0.0278992889595202,0.192190361520109,-0.0998897560718806,0.297326206724214,-0.126642776688954,0.148827496620768,-0.392071380266858,0.0554978255387044,-0.12247628191463,0.0348360836999455,-0.186962467648654,-0.0735548574441734,-0.0644860733901515,0.0683389820507422,0.0451464379029363,0.197142117533428,-0.067847532556582,-0.227374342085578,-0.0459790517622394,-0.130906218982202,-0.282052288652666,0.0661958788013947,0.19638637442392,0.151606391306035,-0.0634737404732859,-0.0170795504674934,-0.0205513403134891,0.015838523608862,-0.145663905879373,0.0753232245757104,-0.0309783296304064,-0.262204660881493,0.0724589636954951,-0.156939952761099,-0.0597258940917764,-0.127542335269346,-0.135227315563387,-0.0628095810976083,0.0938153737534651,0.16137272343056,0.282070010046883,-0.1068819814879,0.0153687622075187,0.0225483205010551,0.0590584799097029,0.291000607722481,-0.115221788759764,0.00815511094195272,0.21547057039568,0.206324582083372,-0.283081398618369,0.0506907735644058
"X.VTA..SN..204..1.0..0.005963.",0.326578260612401,0.115107418697203,0.0208331187702374,-0.424150461564572,-0.471872110678178,-0.10691377470117,-0.301697707978554,-0.098188035094772,0.00106977829745356,0.469129858595892,-0.484062480556122,-0.220214840822841,-0.328227220313745,-0.0597790501357339,0.0237998913092951,-0.052853082658667,0.0119494515539071,-0.124979561688372,0.159528065810975,-0.279437808295856,-0.0732542430782009,-0.0637233322741018,-0.0120201893674109,0.115947899958482,-0.305729987442087,-0.075996888880835,0.440552599992731,0.473732572215555,-0.27897506238668,-0.145424165106107,-0.064126059482001,-0.0229650233373101,-0.338508896775534,-0.146905792572025,0.402261691414471,0.452020192842419,-0.0763255413260966,0.0550325841629116,-0.406082772837371,0.339343725798252,-0.295666676893204,-0.331435124990414,-0.355980709467121,-0.316097916028737,-0.641334716741605,-0.0997166925057,0.266754245226445,-0.417677120329306,-0.230354843961776,-0.259972074001168,0.697230105312798,-0.162827822883863,0.710603571397955,0.0899569274085468,-0.0511541471605138,-0.252407240149329,-0.423254158942315,0.295109409749036,0.104502359750907,-0.0197003320586507,0.185253482721485,0.355673486418201,-0.362140474311363,0.0393530603381763,-0.0467690713304345,-0.529272551793134,0.248197901065351,0.328823691092785,0.231270073111135,0.0888784757120565,-0.187987404712304,-0.243510004444915,-0.0865204788516537,0.16598222877858,-0.595129842567612,0.11964512839433,-0.662673308069303,0.140067146940481,0.304343349473757,0.104560447450878,-0.0741658653329281,-0.228876270028943,-0.430826385180873,0.221882641097856,-0.22219587255063,-0.3904255430683,-0.109678422787411,-0.329185947959721,0.126325878445378,0.293722183771279,-0.278797227548504,-0.381436733182768,-0.282233506806743,-0.396007816858143,0.0822567934900773,-0.329963072006545,-0.0208130569206899
"X.VTA..SN..205..1.0..0.002711.",0.667738515764456,-0.668752996654989,-0.776117282356404,-0.0109546305220419,-0.690025957908856,0.156739263346398,-0.342904192357867,0.529542902358169,0.621357880525711,0.0196111898017919,0.0684683211036715,0.628958465208865,-0.202679207729818,-0.214422650032182,-0.818711156762969,0.51209718081375,-0.161507442259036,0.687494676321142,0.570767630847699,0.342002724077729,-0.598494913634963,-0.413834173098307,0.0658233833140847,0.682660049680245,-0.29963333661858,-0.45029542699782,0.244661031716513,0.507548868071853,0.148985316641659,0.0355456120402507,0.140539554842102,-0.0550901244772715,-0.130053716863076,-0.75232293849213,0.29517798944256,0.463345489879706,-0.739492028408679,0.345884349628507,-0.313518153417701,0.543567026855514,0.242740284113899,-0.487072971692835,-0.598724561222883,0.0921834462368918,-0.236144745966553,-0.704121898391527,-0.362446828855334,0.0258160072338194,-0.349500192769158,-0.651283765926028,0.185295899037242,0.0419484850463121,0.00721913978997787,0.76017476006574,0.633743549374585,-0.207331714091779,-0.346772762747778,0.678853792403368,-0.327852404687941,0.676671560939723,0.443670601843302,0.208582623722858,-0.483930198280438,-0.243942599147146,0.32029304511393,-0.0464372664923053,0.683328475688257,0.368718361517669,-0.321824792538354,0.18672159294496,-0.0910114348337522,0.00375826923894052,-0.40374574035808,0.450861789676531,-0.0273999304739117,0.819179772869195,-0.0570966726498374,-0.683517970243042,0.307438302991016,0.784747885774662,-0.570241900867229,-0.578056292205868,-0.577368060236256,0.675874051746923,-0.791244752573808,-0.759203037715935,0.315891357575166,-0.630782788617563,0.691950372669581,-0.634174375874677,-0.225679407885101,0.128548699217548,0.576488856831901,0.248359503928807,0.336803316283476,-0.244660076693048,-0.567680034137977
