"","MEantiquewhite1","MEantiquewhite2","MEantiquewhite4","MEbisque4","MEblack","MEblue","MEblue2","MEblue4","MEblueviolet","MEbrown","MEbrown2","MEbrown4","MEchocolate4","MEcoral","MEcoral1","MEcoral2","MEcoral3","MEcoral4","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkolivegreen1","MEdarkolivegreen2","MEdarkolivegreen4","MEdarkorange","MEdarkorange2","MEdarkred","MEdarkseagreen2","MEdarkseagreen3","MEdarkseagreen4","MEdarkslateblue","MEdarkturquoise","MEdarkviolet","MEdeeppink","MEfirebrick2","MEfirebrick3","MEfirebrick4","MEfloralwhite","MEgreen","MEgreen4","MEgreenyellow","MEgrey","MEgrey60","MEhoneydew","MEhoneydew1","MEindianred2","MEindianred3","MEindianred4","MEivory","MElavenderblush1","MElavenderblush2","MElavenderblush3","MElightblue3","MElightblue4","MElightcoral","MElightcyan","MElightcyan1","MElightgreen","MElightpink2","MElightpink3","MElightpink4","MElightskyblue4","MElightslateblue","MElightsteelblue","MElightsteelblue1","MElightyellow","MEmagenta","MEmagenta3","MEmagenta4","MEmaroon","MEmediumorchid","MEmediumpurple","MEmediumpurple1","MEmediumpurple2","MEmediumpurple3","MEmediumpurple4","MEmidnightblue","MEmistyrose","MEnavajowhite","MEnavajowhite1","MEnavajowhite2","MEorange","MEorangered","MEorangered1","MEorangered3","MEorangered4","MEpaleturquoise","MEpalevioletred1","MEpalevioletred2","MEpalevioletred3","MEpink","MEpink3","MEpink4","MEplum","MEplum1","MEplum2","MEplum3","MEplum4","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsalmon1","MEsalmon2","MEsalmon4","MEsienna2","MEsienna3","MEsienna4","MEskyblue","MEskyblue1","MEskyblue2","MEskyblue3","MEskyblue4","MEslateblue","MEsteelblue","MEtan","MEtan4","MEthistle","MEthistle1","MEthistle2","MEthistle3","MEthistle4","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellow2","MEyellow3","MEyellow4","MEyellowgreen"
"MEantiquewhite1",0,1.87883544638721,0.91832732649734,1.48796545897402,1.28444810450774,1.14747496996458,0.434676376917213,0.848033452430541,0.58274281173669,1.71020255896159,0.2684660449204,1.4905922409462,0.0522340870949631,0.263627752139631,0.01582687778398,1.87346730023114,0.922928777041758,0.188172106999729,1.40471779545736,1.79142215076677,1.93946940453265,1.03914192858536,1.89703394418034,0.954080771997382,1.63599599125795,0.674888561160793,1.81584170842367,1.83678778876337,1.97976782943402,1.86316896112221,0.090415918012531,0.0127909681241954,1.8663905472483,1.92337291543504,0.576238559292986,0.271924395916736,0.682182731200313,0.095331518208269,0.0228909009698097,1.01922560749343,1.32421245599816,1.64412878129747,1.6747449061477,1.00495070424862,1.20413957731797,0.507702641102947,1.91944588928125,1.66157438440957,1.05125309406314,0.0482007689234123,0.777200327646537,1.13104671294323,0.276332178427314,0.439864914224824,0.650845195374234,0.671012811128378,0.167070231328957,0.666171499839169,1.62601912334261,1.17237011059055,0.150351164917333,0.0425914715754897,0.646932230765568,0.768656835766647,0.353840723920025,0.750190096175466,1.92971613711341,1.3014528610055,1.71575552128117,1.00830684789612,0.207907117119354,1.95193670559964,1.11203777949508,0.0274211939809798,1.7483754043445,1.88146321320612,0.80765426918193,0.203204962230237,1.57499578188795,0.194027862113132,1.96297459979791,1.9754333977442,0.151459983943112,0.445128868731174,1.64632519053555,0.384013736652449,0.317917830208594,1.82942695650534,1.48020100803386,0.168817852281987,1.01454274478897,0.547949241047118,1.40245508217277,0.918511654448861,0.0891679996352723,0.383315810590304,1.76325395905021,1.96795210137918,0.0650110913388482,1.36993494069156,1.57041010566712,1.91714102012041,1.4439737990059,1.78639323490726,0.789868837482147,1.40363911514605,1.47621119073889,1.89383101257633,0.0981811313859845,1.14952015209204,1.24658871930701,1.04553289797866,1.8517904611298,1.38910877370893,1.73191527386005,1.35022722630168,1.47772058955229,0.963030596412851,1.2920914709376,0.663188492113068,1.8535334890274,1.65266583493275,0.549488180861665,0.305611897467814,0.215868877970504,0.880674807728943,1.55355499571674,0.917181843956932,1.59141015722659,1.96625748254496,0.0629781124427841,0.118454933419191,0.494694434772883
"MEantiquewhite2",1.87883544638721,0,1.36876453788282,0.262391347050126,0.925940935828454,0.617347405860042,1.69225765467932,0.667193696029855,1.42845380246016,0.43386155081222,1.89324672816314,0.332314076026728,1.92984822117209,1.73176804531322,1.92769224134974,0.0492774275643253,1.1692573153663,1.66731943451709,0.405059244454631,0.396362948048439,0.187393056941575,0.65969287551203,0.25964587714202,1.41322810207427,0.078488369838421,1.49663833529289,0.0272176122581312,0.243394909047563,0.0779417085926467,0.153321951435529,1.91777009605159,1.87424703410384,0.00473233345030788,0.0801132358400674,1.65152690440777,1.75375105864029,1.63363127620449,1.67708581300421,1.95543481291095,0.751982622130236,0.956643630001558,0.562412365021023,0.17855654597195,0.645002695597844,0.503326510104358,1.20734992538341,0.0361349165367499,0.321777059959069,0.850293986919805,1.97550111463825,1.39854400175709,1.22506896629744,1.45956738006795,1.39754580621586,0.955907950395421,1.58230871529415,1.93553392318708,1.02968878262503,0.610512322822799,1.1067932071167,1.62324321929979,1.76201048368152,1.1097485114181,1.07623432332283,1.7403912157756,1.00580722502289,0.00889087188058846,0.41791958633875,0.526110231836915,0.590203912038448,1.58137301439142,0.0376875733383545,0.580207664310098,1.82110922509732,0.164727334018209,0.191202672582074,0.870589973230292,1.97221089836473,0.25647019712069,1.70811173692629,0.139170478522077,0.0460991227831287,1.87370624759664,1.76527713589583,0.318165210739482,1.21198327656454,1.82430067315233,0.0768145524118969,0.712355796055327,1.95371223065142,1.27207451139711,1.25988947806685,0.33420025127108,1.1390559037429,1.96794754618557,1.35780076221339,0.119428866329518,0.133313771130837,1.84267254019316,0.264815688342245,0.196042577511241,0.0240547100992002,0.821196429960191,0.318298137989635,1.47138622572013,1.03389937702967,0.881371383964725,0.137403491430902,1.59235836258924,1.0552121200751,0.809539672250175,1.18012216525429,0.320045752969885,0.797953991394914,0.0766956928816309,0.333471089193085,0.517877062505492,0.740577098077084,0.503087107432076,1.70352388907996,0.420577273370459,0.131402833876668,1.61062018113219,1.50550812594739,1.8596873513733,0.870127264360704,0.695508520514167,1.30149258491284,0.569422321141894,0.215693474959292,1.91658506728796,1.73187375287371,1.20764369762695
"MEantiquewhite4",0.91832732649734,1.36876453788282,0,1.89274377951189,0.107333311356749,1.98182096859456,0.144548862992931,1.70370025303149,0.190674348347417,0.444108494590218,0.275093561475941,1.89359562170764,0.60526478033167,1.29294611107079,0.745631478006924,1.52783183368652,0.110097173007937,0.556340636219708,1.9251299719443,0.493464566847757,0.796743754162989,1.99552859207233,0.67721933502006,0.0386030836347276,1.6232236486219,0.0514697666683734,1.56376356849021,0.672302317537219,1.05111710565489,1.49657943132219,0.513710657586393,1.03176540067333,1.44933784886819,0.976211077581642,0.0630679911861517,0.298651922384043,0.0633987884490258,1.34926738090712,0.827666419764741,1.97308328640736,0.0893587186021448,1.3155350259533,1.7782560702937,1.07377677807272,1.98689614714367,0.702433454838167,1.42333728895806,0.626481845167593,1.86193800384455,0.67343536817355,0.0382587284895175,0.0376214596477489,1.62095663613847,1.68756730852235,1.87969035513581,0.0325132756097772,0.392233345323822,1.90698111532129,0.294157649217992,0.0367004064363898,1.44438407428304,1.20823076222358,1.87424389195439,1.85039238098004,0.20284375711563,1.91650225507094,1.27037852084078,1.96699339214866,0.375868809200505,1.94193946727312,1.51639108159843,1.32413295139725,1.99227304518618,0.797398464158252,0.87119131737157,0.753824617002483,1.95842284571057,0.451392755583933,1.84813945258794,1.37850590592917,1.21260248770259,1.18373380400471,0.410413674394184,0.12968671735514,1.72291516337629,1.67322263219159,0.216235717409139,1.60518894244005,0.219415225807088,0.769531242869777,0.00526457563524119,1.78530444312974,1.93500484280184,1.56276519560064,0.539659468136739,1.71873728868862,1.69100548727296,0.916851287998257,1.15837662229753,1.83937324576598,1.84381243476875,1.15745106163971,0.154338608364698,0.572918564316221,0.00869576426753982,0.405090331588765,0.183003277063839,0.848911921168621,1.24926138556379,0.0651895828049639,0.239634184082045,0.0288753768693679,0.588459614395557,0.172027718953596,1.69216809734655,1.07934681624774,0.452999062461696,1.98763039530753,1.95767367778932,0.26494894772335,0.582230506409501,1.77605987627539,0.0854605942964858,1.60255871746055,0.319961508673582,1.95786103779668,0.231626218047156,0.0171222574336823,0.323770022337694,0.956092916543232,1.00756651300525,1.33784417656797,1.81305083651582
"MEbisque4",1.48796545897402,0.262391347050126,1.89274377951189,0,1.61662700183658,0.0959162815938727,1.95947575737021,0.365955324980636,1.81375679638454,1.13681612392675,1.94626678792276,0.0207628793057276,1.73722452821958,1.10496318574037,1.63466023043133,0.1539051892962,1.74530627982494,1.67015568324654,0.0311808518438172,1.07239857313738,0.750343743485839,0.117788626243109,0.871532173308092,1.86493007916825,0.128344829066972,1.93364708156723,0.128581916422342,0.881269031130773,0.513946660121844,0.205514530141302,1.79939109583485,1.39789257333922,0.204111952434636,0.582325142678275,1.98449767075918,1.88592007371653,1.95729958144684,1.07919568986563,1.57853115493598,0.16495634567457,1.63202968916004,0.498236490239126,0.0329727701515823,0.766332683576965,0.0499990411443579,1.36052251778799,0.222007385181405,0.968627461962772,0.269367834328511,1.69936002702202,1.89671230575062,1.78065067629074,0.772792000322697,0.674962680834027,0.361163958893692,1.97302234783877,1.88509608425111,0.358395118178661,1.31871436972196,1.74357676045536,0.978025811238874,1.2217009627737,0.410718001552718,0.395327694369069,1.94255448380494,0.329279666977975,0.33198375466054,0.0227816747212235,1.21492930961475,0.137016555472308,0.902346036450711,0.293350761315692,0.0817226228566341,1.55770429038719,0.715382319557445,0.79558543368647,0.246712960935903,1.84274353590967,0.0179704433215686,1.04838401740838,0.404620139603835,0.401799784568966,1.85417902275299,1.99107632000748,0.117369341149195,0.637312338692383,1.96320423300002,0.110259998833166,1.43295031715537,1.58939468404301,1.84267566013861,0.540357679403282,0.00551050903134043,0.595492532065324,1.79323812010458,0.649388942122933,0.067620995396846,0.634833793871478,1.28045073023528,0.0598389506534592,0.00563884439096862,0.425659577327141,1.52091883189273,0.989501716346968,1.93895174851785,1.3845410044314,1.5062200974618,0.703448966765646,1.12742137222123,1.71093808528406,1.48169708198099,1.79348763085886,0.96642985168531,1.50995810852587,0.0604088581198783,0.666500769987796,1.19094993989211,0.159554088482938,0.05588486751795,1.81782896125795,0.99659826598099,0.0250585993031013,1.96151420803732,0.795726800530636,1.91016913103871,0.234798486906462,1.40561958629495,1.86082113173634,1.29061461265889,0.625767051773287,1.41971380133105,1.10074660414464,0.512471165156984
"MEblack",1.28444810450774,0.925940935828454,0.107333311356749,1.61662700183658,0,1.8891903417296,0.376326876202402,1.52212304641576,0.275647290704302,0.139548095484027,0.632462900596749,1.67198423535094,0.977199709243272,1.68903335662937,1.12639917981857,1.147559251303,0.0827631370196015,0.761637289357074,1.73958434259406,0.193731669618628,0.428283457278811,1.90325812080225,0.332919461026816,0.201759326394308,1.20768901341776,0.189929822453014,1.15474572409767,0.295513244746723,0.65028551897199,1.19333441227919,0.872521469000435,1.41511532232997,1.01862065794163,0.547638695657602,0.295672720135184,0.55239217850009,0.317856491610906,1.6552148569423,1.24483189151362,1.94370256540133,0.0160704615987884,1.23896627050675,1.47595163050165,0.867885457139474,1.8227100985478,0.676315469092767,1.03149774900878,0.250139645122343,1.90573805748004,1.08983673860496,0.130494539723559,0.108353519136521,1.85723020698994,1.9368096570635,1.87938569762714,0.234525973873067,0.769861786804414,1.97402058665627,0.0780464754542171,0.0245543309222316,1.74227532462033,1.54235408808813,1.9924573690435,1.97900378972646,0.45612936025579,1.99279910535424,0.835151646454652,1.76394263003405,0.134978259905878,1.78302689055591,1.80912168204667,0.928144476211808,1.86230350085016,1.10955559408182,0.440099174644707,0.362730595744479,1.95409626658783,0.879054376378421,1.58741055526879,1.74419217069324,0.884054244076924,0.778319469791279,0.738901826109193,0.418996190566349,1.51551280905818,1.76102283086506,0.525777728663873,1.24444961113453,0.0244307106468745,1.22830772706125,0.0687804154277337,1.97611552629236,1.69308704238222,1.75376442181126,0.942156479881808,1.92387171516333,1.35657547942988,0.53545339550905,1.55423421720654,1.52197442939825,1.53275226085702,0.712592599982915,0.023274950056963,0.222678120161026,0.156948640171075,0.476510541700286,0.117207414055771,0.435149275575089,1.47713888918694,0.00968480205471089,0.0544601229279348,0.0328585220772718,0.262677100721004,0.0083986910867857,1.31409624774229,0.693473302262788,0.1459170550624,1.93456545729368,1.81738021673451,0.605733598504667,0.337582907995526,1.42937852885613,0.27991478345518,1.88072027977531,0.64233743027423,1.97555477220226,0.0485380548363389,0.0736269092761394,0.0687043080741833,0.647292488442479,1.43624218661729,1.69148643977921,1.95105611732324
"MEblue",1.14747496996458,0.617347405860042,1.98182096859456,0.0959162815938727,1.8891903417296,0,1.89656655858959,0.39715689253288,1.88000416833467,1.53563302956708,1.74083203234151,0.0669440911258182,1.451443990022,0.674010085066647,1.31352786549524,0.422248050792006,1.93630314881153,1.54860266085997,0.0368094148572906,1.4597530184146,1.1467562466805,0.0160816193752802,1.26742332997809,1.89769700429375,0.405033068739522,1.97863963129492,0.414972733236646,1.3059960333373,0.892984539367968,0.410344060976392,1.54342451707793,1.02058863840961,0.53257179732527,0.999184269997645,1.93984071443575,1.7701492382818,1.89593412731029,0.714571274441436,1.20907886777332,0.0100743451132203,1.87819559828924,0.526859618861885,0.178568389962193,0.949582625687612,0.0192283453431504,1.43016002905353,0.521742410905918,1.39746320345482,0.0704893854137787,1.36021160659084,1.98872088032354,1.90165912971965,0.424911596540206,0.306792819279527,0.188255602081339,1.96398791966054,1.63681872484958,0.119797379175943,1.66351148481935,1.94037662300291,0.604552692782018,0.856836063405213,0.131381716034409,0.114497576392183,1.84717451333719,0.0825987888502192,0.699859734270803,0.0335080893312559,1.56909902407837,0.106111213025914,0.521051360159497,0.61633821349373,0.0170228229495356,1.28984454516789,1.15041567541414,1.21901957222578,0.0667488448349316,1.53904426636222,0.1103945552102,0.626615199093441,0.688126850060263,0.760120376298592,1.64688906974379,1.87898571727975,0.187187102079449,0.4174565418171,1.81339296155023,0.345194273727923,1.7688496802814,1.19800168915513,1.97304129348876,0.2094821328624,0.0599839106345785,0.318044837700113,1.49290416198559,0.313937271034273,0.26096329171708,1.02139079109072,0.869464327148988,0.200636803186578,0.144235880730635,0.823236698286831,1.8102589026931,1.4075039295161,1.98602416576299,1.44385761332527,1.73247509226855,1.12997059662461,0.8530352388293,1.9410153546706,1.79974574878347,1.97391774363774,1.36099034703872,1.82414734261555,0.29222897594271,1.01243813283708,1.58523287656155,0.0220696494248603,0.011313163530603,1.64086835251734,1.31936399594536,0.21069090231027,1.94638817373903,0.414031055818115,1.72678542680347,0.03672332053923,1.73028711723895,1.99258713425303,1.66417718837947,0.939461567680044,1.00719194672999,0.695518270132458,0.223022059859812
"MEblue2",0.434676376917213,1.69225765467932,0.144548862992931,1.95947575737021,0.376326876202402,1.89656655858959,0,1.4094578302342,0.0672482788348407,0.855483597624765,0.0631354154473688,1.99025183247871,0.205073686809589,0.954799622424145,0.304770664669679,1.85806968896594,0.172242359627069,0.171178499115245,1.97745471027649,0.956864142155912,1.28292940947112,1.83322677238784,1.16384567274816,0.233455354934436,1.75761561335677,0.0366040996398889,1.83430576981701,1.10085328941212,1.51181302055469,1.86656332015617,0.145561350334454,0.549150390353982,1.75888249044902,1.39411749423285,0.02898233874759,0.0314515636902661,0.115171769202769,0.837707590673687,0.398785706893553,1.83360884304109,0.406501155058351,1.68134544168341,1.97619310484205,0.986375564269548,1.9019245788132,0.397307353678873,1.79467995449705,0.941476651737929,1.80086017497586,0.28370303842188,0.07180848094751,0.305936238366582,1.15910836069508,1.33580615764042,1.51421228384306,0.0514838942025192,0.104376160041987,1.58407517577448,0.715679547874054,0.288536290177254,0.953788719824026,0.695627277113923,1.56954574586996,1.6396450447172,0.00546143423690337,1.65519336439318,1.647258482608,1.93189083038461,0.834705182066144,1.73355473015817,1.05168473098989,1.72994106063489,1.8619234317626,0.322245470472648,1.18316577114704,1.19383863027268,1.68855103955679,0.206556893730123,1.98948058991632,0.962248871604822,1.67861961672329,1.62030995716746,0.0838804996714752,0.0245369067601182,1.96075817082314,1.20148041451668,0.0216248197963167,1.90399787117582,0.56153355071163,0.474507082730526,0.192853577070779,1.46335014467006,1.95381825808523,1.53503259253886,0.190270932342772,1.3001224670968,1.94575207586727,1.39939461426998,0.700585419325674,1.81154008419864,1.95562195426532,1.53689934559461,0.514681046918241,0.994620425932145,0.0846179776231093,0.812581254102499,0.597565644092717,1.2720917119196,0.714215108903766,0.274183524994634,0.424483896861705,0.202636041003154,1.06609036736342,0.474746376978252,1.90180689871865,1.11262899114561,0.702641582226968,1.79510117745619,1.95084795025731,0.322888737277519,1.10605186800396,1.93558011291793,0.00897236517151268,1.18550544524007,0.0471683577548961,1.74992483941538,0.629030909695181,0.131452073454363,0.696282756655669,1.47132913115557,0.58697025859634,0.868753699254636,1.42269103934795
"MEblue4",0.848033452430541,0.667193696029855,1.70370025303149,0.365955324980636,1.52212304641576,0.39715689253288,1.4094578302342,0,1.18129149507191,1.32001648271244,1.46273738012912,0.50033474578518,1.08763464631933,0.991564133607558,0.994960948419802,0.72409362123704,1.32347765780226,0.853961298353288,0.476356992759925,1.38953828573323,1.21854891374474,0.27742352180227,1.29583270755188,1.84742493956371,0.334396749690317,1.49333711891357,0.573486421748608,1.1572743290829,1.04632158088859,0.907088311498874,1.14818888808187,0.843481908756342,0.640236477832025,0.960539939049673,1.60332792894438,1.20530414230582,1.76318866492909,0.573937063305615,1.04583406202473,0.417590178884579,1.65449567094325,1.30600623520408,0.565169678808459,0.372120595984901,0.285466553487826,0.552959104126582,0.800190616191716,0.995007983476811,0.679315691300253,1.15395754795794,1.49774126464116,1.81614023895134,0.451878466754529,0.620853993216195,0.146774781155241,1.64965626835646,1.33962894489796,0.308215705311355,1.52191750681764,1.66835357564756,0.558735990337399,0.660253573019786,0.427940816147927,0.590774338978526,1.34368362191608,0.414100574488904,0.791888861428627,0.305674388713907,1.51362145326997,0.104317787705884,0.571837198281834,0.877918258657747,0.262825714190185,0.810419309186171,0.82066349743952,1.12725942067284,0.259234155139592,1.46419058847292,0.519383002485164,0.805496012682702,1.10673493956103,0.958052465647148,1.19393577867819,1.56667604856709,0.785324645961087,0.178144656874943,1.43296978680897,0.683056132254316,1.45968059514339,1.31983839704367,1.69700262938419,0.543602128405334,0.337309572948067,1.03290872804595,1.23581862020763,0.439324613278515,0.629129439699657,1.15068798382288,0.858960430720767,0.16706801531905,0.398449614036652,0.815915834545744,1.60806874352755,1.22163668936983,1.66119916700655,1.89724707503899,1.77628929342111,1.03416223830707,0.439118979848399,1.52593601303218,1.21769594261458,1.57693478320251,1.3407637367198,1.46262216344507,0.492167858260058,0.385012660211565,1.05701845798255,0.29268883533801,0.449559835932977,1.83030082577405,1.53436576029096,0.437466603937307,1.47425033536114,0.593375073758642,1.29815833202195,0.390253535421124,1.55904085258797,1.57299600906914,1.37742873224233,1.29652793763066,1.0172229683797,0.719486560167191,0.345613035042436
"MEblueviolet",0.58274281173669,1.42845380246016,0.190674348347417,1.81375679638454,0.275647290704302,1.88000416833467,0.0672482788348407,1.18129149507191,0,0.65771812490577,0.240741939198632,1.91084010873279,0.357442093788363,1.23124161004085,0.465652234592047,1.6757319631656,0.0642912201185845,0.158129086524743,1.91799153906941,0.78965179468681,1.09234355159485,1.78834838498015,0.983451918561943,0.355596697448553,1.47186945244617,0.0552439423275849,1.6031887989413,0.864889640934427,1.30821300481589,1.76849351648966,0.288586211258523,0.728500002337278,1.51086580148707,1.13752298267945,0.131272361836053,0.087895351607668,0.271152122720365,0.965690096327002,0.609894123727488,1.85624910823002,0.356043755668012,1.77859419843759,1.84562766931768,0.707519916496777,1.8170878454665,0.203444472084345,1.60489526289651,0.653628079407661,1.91049189804448,0.492210768897042,0.0629918233409972,0.367908553629474,1.2697234697611,1.51144191865509,1.46364846854173,0.142989753441849,0.284162111195176,1.61886763681279,0.590694524719784,0.265631811154004,1.09170790832688,0.833925707574547,1.65806403563108,1.77160894787493,0.0790470032994977,1.7248821185707,1.40088678782649,1.82648701769985,0.709835162779615,1.59390893757063,1.20491395148321,1.53857477055152,1.79092243365049,0.405884239615107,0.866977102771748,0.958193230666096,1.6805534693684,0.45878778384961,1.88390543542379,1.19041153722444,1.56256306252785,1.41709614857921,0.20111159107701,0.162531401414906,1.92963877901282,1.16657491609317,0.152923244028374,1.73728552118937,0.417438056537295,0.76809543041069,0.213452140681782,1.60531416022397,1.82855919982748,1.75853363512308,0.385829321354858,1.40948190910911,1.79661556759983,1.20719217603295,0.916027790299055,1.57936274193661,1.78937316576674,1.268939557971,0.432433612678664,0.770833877230654,0.144342172186258,0.967771507684059,0.601038081836919,1.01805640829388,0.742451167492298,0.195289988590322,0.225522825054668,0.163257771342339,0.890372656577352,0.339530743965621,1.69254455065791,0.747607251227134,0.435371995423221,1.77439762576085,1.91645842667425,0.583780244490411,1.02488371281296,1.74618898140636,0.060571600752381,1.35319112761417,0.17069797841069,1.78866961742963,0.52010750297512,0.118240788394186,0.51752544438119,1.36552895323702,0.832594057317058,1.05958017999293,1.4883882098302
"MEbrown",1.71020255896159,0.43386155081222,0.444108494590218,1.13681612392675,0.139548095484027,1.53563302956708,0.855483597624765,1.32001648271244,0.65771812490577,0,1.15597896744269,1.20388392032654,1.47800075246191,1.9270244502241,1.60066544150376,0.625177621921735,0.354864297178588,1.19320454998283,1.29765674668589,0.014359177470918,0.0982490118803174,1.58132424446091,0.0564802455295365,0.526428633310024,0.726034570068943,0.59784785786083,0.633726835389234,0.0327153015762363,0.226597267712067,0.698523730381029,1.38500056865762,1.80859727280564,0.510312074273755,0.157448047925609,0.752111575295819,1.04439803553626,0.743531507537677,1.91297664030353,1.70167393575905,1.64849756876949,0.155373457454526,0.915722534317822,0.963423096084593,0.767811643539053,1.43383901455077,0.908157137219223,0.52127720809151,0.05650451659717,1.64655926489572,1.5827148803604,0.498546993996858,0.355734824044492,1.96237422218246,1.97306448791355,1.73666524404374,0.663013417565777,1.29670873121118,1.83327511888483,0.0284478634715304,0.241948509453582,1.95216939897861,1.86371047150715,1.8789582787735,1.83424004828681,0.94943810238831,1.82421059327519,0.356506200075652,1.34035245747753,0.0272333235381266,1.46848119372939,1.97951384452347,0.434990530103694,1.50819462679887,1.54829267137013,0.134636093556811,0.0590523217757198,1.73655109741526,1.38813458709218,1.09585841394673,1.97515899941334,0.433354234498732,0.316496714669439,1.25387884923626,0.91223291658499,1.04757060997479,1.7814230850815,1.03958496722172,0.71864384901022,0.0487025239211368,1.66078226017381,0.362707401742918,1.93630693399905,1.23735195712716,1.65119969836625,1.45699028286392,1.95963949900354,0.833266224879612,0.158000353991422,1.89683450602095,1.08517852537714,1.03314356945805,0.268174001592525,0.0920516003506723,0.0109857348199504,0.542116117495956,0.52676474301533,0.18008369010321,0.0947889157909367,1.74364987319907,0.216713898285449,0.148516119300316,0.297188892446627,0.0307953628265071,0.0825041491557753,0.791101859955322,0.464152200757625,0.0766370358980825,1.64769916297336,1.41324895723009,0.995877870828154,0.123577609809896,0.914776190556781,0.730693620596865,1.99125061597865,1.16171365463943,1.73975068930935,0.048185982873137,0.394718715612995,0.0133785924659084,0.274025914386697,1.83053944753376,1.95607100470414,1.90842423139866
