,lv_diff,regional_diff
ENSMUSG00000001985,0.02024823151706623,1.4564400256874288
ENSMUSG00000001986,0.028347856121394344,1.8039854674964977
ENSMUSG00000001988,0.13967152204643074,1.2036165664108323
ENSMUSG00000001995,0.0633676970914756,1.2818199096330816
ENSMUSG00000001998,0.007145493578415207,1.833067635384265
ENSMUSG00000001999,0.14904744565589012,1.586365552568296
ENSMUSG00000002006,0.0742305568438929,1.578504662977898
ENSMUSG00000002007,0.07983586119862451,1.2114271191451813
ENSMUSG00000002010,0.097022206197726,1.1722360382063808
ENSMUSG00000002012,0.043924139700231346,1.2562013737925972
ENSMUSG00000002014,0.07216328219644397,1.7156958087571312
ENSMUSG00000002015,0.0535620693896561,2.3131719098796837
ENSMUSG00000002017,0.08859752622266237,1.0361729192047728
ENSMUSG00000002028,0.024999354841784505,1.3417554364190825
ENSMUSG00000002031,0.10735682073113373,1.1456460237444526
ENSMUSG00000002032,0.053160495859352896,2.044558292296193
ENSMUSG00000002043,0.12795505296581083,1.679911716115186
ENSMUSG00000002052,0.02355876143747404,1.7039226480079135
ENSMUSG00000002055,0.12025246631986775,1.2779144219878857
ENSMUSG00000002058,0.03075387753325054,2.1833440880719333
ENSMUSG00000002059,0.02848547807197288,1.9463280989249874
ENSMUSG00000002064,0.040791498298232476,1.5397556039300428
ENSMUSG00000002068,0.09981763614476619,1.283974000726632
ENSMUSG00000002083,0.11924121510468388,1.2782569498275251
ENSMUSG00000002102,0.05036731988290066,1.6088109803275972
ENSMUSG00000002103,0.031689955485262544,1.3432617652483527
ENSMUSG00000002105,0.169625199269285,1.2312600520488601
ENSMUSG00000002107,0.04064928053701483,2.122463806080813
ENSMUSG00000002108,0.04651438155410298,1.6811215207477082
ENSMUSG00000002109,0.06191038658184478,1.209920490555086
ENSMUSG00000002111,0.07498971423571754,1.2946972838314577
ENSMUSG00000002129,0.012763573308855636,1.8309609361789825
ENSMUSG00000002147,0.026873060511491853,1.8134238704543069
ENSMUSG00000002190,0.05865137601727449,1.1610930033409002
ENSMUSG00000002205,0.027521435913111847,1.314150309311313
ENSMUSG00000002210,0.05655099747683423,1.3745016042737979
ENSMUSG00000002221,0.11457026994346176,1.2918967517921056
