"","x"
"1400","orange"
"1401","maroon"
"1402","yellow"
"1403","greenyellow"
"1404","greenyellow"
"1405","blue2"
"1406","violet"
"1407","paleturquoise"
"1408","lavenderblush2"
"1409","tan"
"1410","tan"
"1411","lightcyan"
"1412","steelblue"
"1413","blue"
"1414","royalblue"
"1415","yellow"
"1416","saddlebrown"
"1417","tan"
"1418","cyan"
"1419","purple"
"1420","blue"
"1421","blue"
"1422","cyan"
"1423","grey60"
"1424","darkgreen"
"1425","darkolivegreen"
"1426","midnightblue"
"1427","darkgrey"
"1428","greenyellow"
"1429","black"
"1430","green"
"1431","blue"
"1432","lightsteelblue1"
"1433","magenta"
"1434","darkseagreen3"
"1435","brown"
"1436","antiquewhite2"
"1437","magenta"
"1438","plum3"
"1439","palevioletred2"
"1440","honeydew1"
"1441","darkolivegreen"
"1442","turquoise"
"1443","purple"
"1444","darkolivegreen"
"1445","red"
"1446","black"
"1447","brown"
"1448","magenta"
"1449","orangered3"
"1450","violet"
"1451","turquoise"
"1452","yellow"
"1453","brown"
"1454","tan"
"1455","mediumpurple3"
"1456","green"
"1457","green"
"1458","skyblue"
"1459","darkturquoise"
"1460","tan"
"1461","red"
"1462","saddlebrown"
"1463","lightcyan"
"1464","skyblue1"
"1465","purple"
"1466","darkolivegreen4"
"1467","darkseagreen3"
"1468","turquoise"
"1469","turquoise"
"1470","darkolivegreen"
"1471","darkorange"
"1472","skyblue3"
"1473","greenyellow"
"1474","darkturquoise"
"1475","darkolivegreen"
"1476","lightyellow"
"1477","pink"
"1478","darkslateblue"
"1479","turquoise"
"1480","brown"
"1481","darkgreen"
"1482","blue"
"1483","thistle2"
"1484","greenyellow"
"1485","indianred4"
"1486","thistle2"
"1487","palevioletred3"
"1488","green"
"1489","coral1"
"1490","greenyellow"
"1491","grey60"
"1492","grey60"
"1493","darkturquoise"
"1494","darkturquoise"
"1495","darkmagenta"
"1496","cyan"
"1497","brown"
"1498","darkgreen"
"1499","cyan"
"1500","orange"
"1501","tan"
"1502","pink"
"1503","tan"
"1504","lightgreen"
"1505","salmon"
"1506","cyan"
"1507","antiquewhite4"
"1508","blue"
"1509","saddlebrown"
"1510","white"
"1511","royalblue"
"1512","grey60"
"1513","greenyellow"
"1514","darkgreen"
"1515","purple"
"1516","pink"
"1517","navajowhite2"
"1518","violet"
"1519","blue"
"1520","salmon"
"1521","darkolivegreen4"
"1522","green"
"1523","black"
"1524","mediumorchid"
"1525","darkred"
"1526","cyan"
"1527","midnightblue"
"1528","greenyellow"
"1529","mediumorchid"
"1530","midnightblue"
"1531","lightyellow"
"1532","darkred"
"1533","brown"
"1534","plum"
"1535","cyan"
"1536","cyan"
"1537","orange"
"1538","darkorange"
