"","x"
"1159","darkturquoise"
"1160","skyblue"
"1161","paleturquoise"
"1162","lavenderblush2"
"1163","cyan"
"1164","blue"
"1165","indianred4"
"1166","lightsteelblue"
"1167","lightsteelblue1"
"1168","orange"
"1169","yellowgreen"
"1170","lightyellow"
"1171","yellow"
"1172","yellow"
"1173","brown"
"1174","blue"
"1175","greenyellow"
"1176","lightgreen"
"1177","darkred"
"1178","navajowhite1"
"1179","saddlebrown"
"1180","red"
"1181","turquoise"
"1182","brown"
"1183","lightcyan"
"1184","grey60"
"1185","tan"
"1186","skyblue2"
"1187","greenyellow"
"1188","plum"
"1189","lightcyan"
"1190","orangered3"
"1191","lightcyan1"
"1192","lightsteelblue"
"1193","darkviolet"
"1194","green"
"1195","palevioletred3"
"1196","skyblue2"
"1197","brown"
"1198","plum1"
"1199","turquoise"
"1200","plum2"
"1201","purple"
"1202","darkslateblue"
"1203","mediumpurple4"
"1204","thistle2"
"1205","lightsteelblue1"
"1206","darkturquoise"
"1207","blue"
"1208","mediumorchid"
"1209","skyblue"
"1210","turquoise"
"1211","darkgreen"
"1212","skyblue"
"1213","lavenderblush3"
"1214","darkgreen"
"1215","darkmagenta"
"1216","turquoise"
"1217","ivory"
"1218","greenyellow"
"1219","lightgreen"
"1220","orange"
"1221","yellow"
"1222","black"
"1223","pink"
"1224","darkred"
"1225","cyan"
"1226","purple"
"1227","red"
"1228","blue"
"1229","greenyellow"
"1230","mediumpurple3"
"1231","salmon4"
"1232","black"
"1233","purple"
"1234","darkred"
"1235","yellow3"
"1236","green"
"1237","yellow"
"1238","thistle2"
"1239","turquoise"
"1240","red"
"1241","mediumpurple3"
"1242","green"
"1243","saddlebrown"
"1244","red"
"1245","lightyellow"
"1246","turquoise"
"1247","lightcyan1"
"1248","magenta"
"1249","darkturquoise"
"1250","pink"
"1251","royalblue"
"1252","darkgrey"
"1253","yellow4"
"1254","plum1"
"1255","lightgreen"
"1256","lightyellow"
"1257","black"
"1258","lightpink4"
"1259","magenta"
"1260","turquoise"
"1261","brown"
"1262","magenta"
"1263","turquoise"
"1264","yellow"
"1265","skyblue2"
"1266","lightcyan"
"1267","purple"
"1268","purple"
"1269","lightcoral"
"1270","yellow"
"1271","navajowhite2"
"1272","turquoise"
"1273","orange"
"1274","salmon4"
"1275","greenyellow"
"1276","darkorange"
"1277","greenyellow"
"1278","saddlebrown"
"1279","yellow"
"1280","blue2"
"1281","lightgreen"
"1282","lightgreen"
"1283","blue"
"1284","salmon"
"1285","plum"
"1286","indianred4"
"1287","honeydew"
"1288","lightyellow"
"1289","magenta"
"1290","navajowhite1"
"1291","lightyellow"
"1292","honeydew1"
"1293","brown"
"1294","magenta4"
"1295","midnightblue"
"1296","white"
"1297","yellow"
"1298","lightgreen"
"1299","magenta4"
"1300","skyblue"
"1301","sienna4"
"1302","brown"
"1303","thistle2"
"1304","grey60"
"1305","turquoise"
"1306","thistle1"
"1307","brown"
"1308","mediumpurple3"
"1309","navajowhite1"
"1310","turquoise"
"1311","plum3"
"1312","steelblue"
"1313","floralwhite"
"1314","antiquewhite4"
"1315","blue"
"1316","orange"
"1317","antiquewhite2"
"1318","blue"
"1319","royalblue"
"1320","darkred"
"1321","turquoise"
"1322","green"
"1323","salmon"
"1324","darkseagreen3"
"1325","darkorange"
"1326","black"
"1327","red"
"1328","darkolivegreen"
"1329","ivory"
"1330","palevioletred3"
"1331","navajowhite1"
"1332","coral"
"1333","blue2"
"1334","black"
"1335","magenta"
"1336","yellow"
"1337","salmon2"
"1338","coral2"
"1339","midnightblue"
"1340","lightyellow"
"1341","skyblue"
"1342","lightgreen"
